"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","233","EST","Estonia","2013","5987",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","233","EST","Estonia","2014","6306",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","233","EST","Estonia","2015","6259",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","233","EST","Estonia","2016","6717",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","233","EST","Estonia","2017","6189",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","233","EST","Estonia","2018","5783",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","233","EST","Estonia","2019","4794",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","233","EST","Estonia","2020","4281",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","233","EST","Estonia","2021","5237",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2005","31856",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2006","29740",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2007","29817",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2008","31034",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2009","27181",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2010","29777",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2011","26916",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2012","25458",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2013","24427",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2014","23400",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2015","24485",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2016","26852",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2017","27977",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2018","28413",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2019","28847",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2020","29705",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","246","FIN","Finland","2021","29618",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2005","193601",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2006","199225",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2007","207484",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2008","195898",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2009","173617",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2010","182189",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2011","185671",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2012","172419",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2013","171709",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2014","165172",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2015","153575",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2016","157894",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2017","167185",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2018","169002",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2019","172926",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2020","167247",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","250","FRA","France","2021","173732",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2005","578",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2006","586",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2007","594",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2008","600",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2009","611",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2010","569",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2011","628",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2012","637",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2013","646",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2014","655",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2015","664",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2016","674",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2017","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2018","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2019","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2020","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","268","GEO","Georgia","2021","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2005","310114",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2006","330008",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2007","343438",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2008","341551",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2009","307575",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2010","313097",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2011","323848",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2012","307106",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2013","305781",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2014","310142",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2015","314816",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2016","315769",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2017","313143",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2018","316766",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2019","311869",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2020","304610",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","276","DEU","Germany","2021","307277",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2005","23761",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2006","34002",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2007","27791",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2008","28850",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2009","28585",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2010","29815",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2011","20597",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2012","20839",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2013","18970",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2014","19223",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2015","19764",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2016","20903",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2017","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2018","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2019","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2020","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","300","GRC","Greece","2021","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2005","13243",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2006","30495",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2007","35804",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2008","35743",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2009","35373",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2010","33721",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2011","34528",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2012","33735",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2013","35814",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2014","37517",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2015","38352",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2016","40006",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2017","39687",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2018","37948",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2019","36951",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2020","32223",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","348","HUN","Hungary","2021","37101",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2005","815",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2006","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2007","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2008","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2009","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2010","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2011","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2012","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2013","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2014","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2015","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2016","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2017","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2018","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2019","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2020","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","352","ISL","Iceland","2021","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2005","18152",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2006","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2007","19146",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2008","17289",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2009","12069",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2010","10924",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2011","9941",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2012","9895",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2013","9138",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2014","9772",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2015","9844",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2016","11564",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2017","11759",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2018","11537",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2019","12403",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2020","11383",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","372","IRL","Ireland","2021","12485",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2005","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2006","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2007","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2008","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2009","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2010","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2011","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2012","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2013","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2014","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2015","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2016","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2017","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2018","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2019","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2020","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","376","ISR","Israel","2021","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2005","211800",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2006","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2007","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2008","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2009","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2010","175775",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2011","142885",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2012","124016",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2013","127241",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2014","117813",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2015","116820",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2016","112639",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2017","112949",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2018","124915",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2019","137986",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2020","133255",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","380","ITA","Italy","2021","144986",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2005","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2006","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2007","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2008","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2009","66254",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2010","80261",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2011","121074",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2012","132297",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2013","145347",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2014","155666",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2015","161865",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2016","163263",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2017","166146",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2018","185197",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2019","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2020","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","398","KAZ","Kazakhstan","2021","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2005","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2006","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2007","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2008","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2009","912",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2010","1071",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2011","1095",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2012","1143",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2013","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2014","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2015","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2016","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2017","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2018","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2019","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2020","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","417","KGZ","Kyrgyzstan","2021","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2005","8602",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2006","10753",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2007","13204",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2008","12344",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2009","8115",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2010","10590",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2011","12131",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2012","12178",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2013","12816",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2014","13670",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2015","14690",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2016","14227",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2017","14972",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2018","14997",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2019","14965",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2020","13705",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","428","LVA","Latvia","2021","15103",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","438","LIE","Liechtenstein","2005","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","438","LIE","Liechtenstein","2006","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","438","LIE","Liechtenstein","2007","..",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","438","LIE","Liechtenstein","2008","329",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","438","LIE","Liechtenstein","2009","265",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","438","LIE","Liechtenstein","2010","305",
"51","Carriage of goods by road, mln tonne-km","Carriage of goods by road","Millions of tonne-km","438","LIE","Liechtenstein","2011","312",
